0.000000000000000000e+00	1.019607843137254957e-02	nan	9.999999999999996669e-01	nan
1.307189542483660205e-01	2.979084967320262678e-02	6.129032258064515304e+01	9.284739370245458367e-01	6.601189342703632690e+01
3.300653594771242316e-01	4.840522875816991727e-02	1.420263238445056686e+01	1.312856530105662278e+00	1.081811459117128393e+01
3.608776844070961665e-01	5.375163398692808098e-02	8.583915253432138570e+00	1.431497481224996315e+00	5.996458510067721903e+00
4.191565515094926586e-01	7.967320261437908779e-02	7.503467406380029736e+00	1.525727967179933087e+00	4.917958881129381510e+00
3.837016287996680153e-01	1.802349828820405953e-01	4.763635058631424890e+00	1.570759165995738948e+00	3.032696012066019797e+00
4.663752369634722172e-01	2.748814192343616014e-01	4.132988761263813871e+00	1.433684711236318021e+00	2.882773826680336438e+00
5.441570230785917062e-01	2.835848117024601378e-01	4.254106228344705976e+00	1.449337467380862110e+00	2.935207516598890454e+00
5.695802563449622324e-01	3.290093370681630436e-01	3.803515280651236452e+00	1.285713751681835548e+00	2.958290891480220619e+00
5.981212777781403922e-01	3.408338001867438072e-01	3.754731479095692492e+00	1.277526169607801965e+00	2.939064238698442910e+00
6.286404544982975295e-01	3.639383753501430618e-01	3.391523805651984969e+00	1.271069771794885117e+00	2.668243617234948850e+00
6.342667771589340919e-01	3.797665732959881191e-01	3.041954180710062960e+00	1.269546574779604864e+00	2.396094984729607802e+00
6.151595049403585369e-01	3.934864612511709825e-01	2.894184064406409629e+00	6.865627825780543647e-01	4.215468909541967513e+00
6.333931777991755885e-01	4.133594771241860255e-01	2.725998346100101166e+00	6.931022578869101558e-01	3.933039194549685202e+00
6.468648875367444262e-01	4.358954248366023743e-01	2.543767044232119190e+00	6.778436818707809230e-01	3.752734018574276575e+00
6.553932013562925318e-01	4.448627450980398024e-01	2.484959572912416093e+00	6.802926133497761985e-01	3.652780471445101984e+00
6.801478258055686510e-01	4.982577030812329055e-01	2.234442276780836512e+00	1.238325918476237186e+00	1.804405644299460931e+00
6.659720619207355474e-01	5.155443510737621748e-01	1.998340557670110318e+00	1.212941167270139342e+00	1.647516476143357167e+00
6.824608196943228178e-01	5.543137254901913114e-01	1.852941200425443968e+00	1.103578554839553805e+00	1.679029727697850971e+00
6.824608196943228178e-01	5.543137254901913114e-01	1.872281051197710600e+00	1.102951693249478060e+00	1.697518633551086120e+00
6.824608196943228178e-01	5.543137254901913114e-01	1.877390103345805805e+00	1.103673322510601240e+00	1.701037856994837894e+00
6.811655247102643695e-01	5.656601307189498273e-01	1.780500823446164338e+00	1.098169440179102674e+00	1.621335249645791343e+00
6.874497061975780587e-01	5.766405228758123558e-01	1.654001412483689037e+00	1.086183160792997926e+00	1.522764734518752494e+00
6.922389559927168978e-01	5.923267973856171098e-01	1.598706482179750754e+00	1.069548517635761975e+00	1.494748911170194372e+00
7.087049995309294692e-01	6.021960784313686865e-01	1.546039303327938486e+00	1.065508561889484396e+00	1.450987217396283224e+00
7.087049995309294692e-01	6.021960784313686865e-01	1.543870467810832592e+00	1.064804959532198225e+00	1.449909163166466453e+00
7.079965868800098816e-01	6.149281045751597841e-01	1.474057640531012847e+00	1.051990305620179811e+00	1.401208388191383269e+00
7.135442877055633293e-01	6.284967320261408696e-01	1.409175337398396843e+00	1.034899328859060219e+00	1.361654508899877936e+00
7.135442877055633293e-01	6.284967320261408696e-01	1.415766064733450014e+00	1.034987314357820321e+00	1.367906683582776006e+00
7.162036790028893929e-01	6.427450980392130919e-01	1.358330027769570902e+00	1.027668343811698914e+00	1.321759141408815896e+00
