0.000000000000000000e+00	1.019607843137254957e-02	nan	9.999999999999996669e-01	nan
1.013071895424836472e-01	2.911111111111111538e-02	2.719298245614034926e+01	9.534564009194463896e-01	2.852042571628587098e+01
2.338779956427015916e-01	6.077871148459381562e-02	1.089243298269426496e+01	1.114369638374245408e+00	9.774524186234328837e+00
3.129629629629629983e-01	1.022875816993463333e-01	9.882671480144404441e+00	1.090796947102013581e+00	9.060046882602941665e+00
4.242219109866169346e-01	1.231895424836598613e-01	7.553416710966864400e+00	1.013426276220109612e+00	7.453346028425171355e+00
4.271929142027181547e-01	1.335555555555551499e-01	6.783287861766437388e+00	5.862931011734417996e-01	1.156978966354876448e+01
4.237649133727565132e-01	2.125985060690939454e-01	4.550629474876469516e+00	8.371601244408130027e-01	5.435793394861102357e+00
4.330643738977073554e-01	3.087086834733922536e-01	3.396089316465997765e+00	8.976534639330568943e-01	3.783296620486570561e+00
4.678416518122401890e-01	3.660809212573961080e-01	3.302860314305303469e+00	1.359983518481306275e+00	2.428603192186923110e+00
4.908425996661290869e-01	3.848341114223518544e-01	3.062115410435442886e+00	1.319565035705331235e+00	2.320549065471932071e+00
5.170316158061257772e-01	4.228179271708720210e-01	2.810284871029725018e+00	1.224729054630358416e+00	2.294617622081245756e+00
5.162035676741560941e-01	4.455686274509835232e-01	2.517878025525735808e+00	1.194063621684442467e+00	2.108663206717422689e+00
5.369003001355941995e-01	4.666666666666688945e-01	2.300782632690783203e+00	1.167497217713066471e+00	1.970696458872625900e+00
5.375463455336582097e-01	4.895816993464067735e-01	2.125517282529422847e+00	1.139280423590841806e+00	1.865666466759877906e+00
5.375463455336582097e-01	4.895816993464067735e-01	2.070001512117694009e+00	1.139510234320273208e+00	1.816571233651504746e+00
5.398795803495921586e-01	5.101699346405237367e-01	1.973789547133616429e+00	1.113139582789992810e+00	1.773173443519522774e+00
5.814769463097030355e-01	5.197777777777777830e-01	2.007431846702892653e+00	1.108252980499676577e+00	1.811348024345311947e+00
5.971452769751501855e-01	5.342352941176471415e-01	1.921288855998315892e+00	1.105022614416294902e+00	1.738687363437531719e+00
6.333141837337339375e-01	5.474771241830062030e-01	1.893471020110589764e+00	1.096676091331862279e+00	1.726554481379325878e+00
6.322689047525901218e-01	5.595424836601304852e-01	1.795610265296070818e+00	1.090078355801904042e+00	1.647230454342110129e+00
6.554101436469552677e-01	5.697777777777774944e-01	1.755355317774622170e+00	1.089319154628143327e+00	1.611424264703984699e+00
6.554101436469552677e-01	5.697777777777774944e-01	1.759174116910707131e+00	1.089587871540684150e+00	1.614531661795412409e+00
6.616070607677326798e-01	5.952941176470574192e-01	1.622570251304319866e+00	1.050641795736289019e+00	1.544361035215835676e+00
6.616070607677326798e-01	5.952941176470574192e-01	1.607748804699622003e+00	1.050460868180076668e+00	1.530517559864030597e+00
6.766419469167905820e-01	6.049673202614367362e-01	1.586609392287605447e+00	1.044033440469597229e+00	1.519692119798348839e+00
6.994286047062562295e-01	6.113725490196069146e-01	1.619361768845042793e+00	1.040012318250808532e+00	1.557060181333851157e+00
6.981830997907306768e-01	6.222222222222216770e-01	1.527684117099396888e+00	1.031199243222018058e+00	1.481463574707536202e+00
7.088806677751069429e-01	6.347712418300652804e-01	1.461662464720086874e+00	1.022307779413430540e+00	1.429767526134590128e+00
7.120844845156235614e-01	6.464052287581698586e-01	1.414686062871460592e+00	1.013744835921308152e+00	1.395505074593815786e+00
7.120844845156235614e-01	6.464052287581698586e-01	1.413851173085801438e+00	1.013959175043550598e+00	1.394386685267752668e+00
