0.000000000000000000e+00	1.704014939309057494e-02	0.000000000000000000e+00	9.735827232798298647e-01	0.000000000000000000e+00
0.000000000000000000e+00	5.583566760037354110e-02	0.000000000000000000e+00	8.863308222960334382e-01	0.000000000000000000e+00
0.000000000000000000e+00	1.062408963585432659e-01	0.000000000000000000e+00	9.536867806151757554e-01	0.000000000000000000e+00
0.000000000000000000e+00	1.951637099284147525e-01	0.000000000000000000e+00	8.643457216182534042e-01	0.000000000000000000e+00
3.779956427015249837e-02	2.356227824463113518e-01	7.040253205648434598e-01	9.261313259967921541e-01	7.601787141873246334e-01
4.657640834111422684e-02	2.672026143790856567e-01	7.110564164942281273e-01	9.530563570899176495e-01	7.460801359799779098e-01
4.455337690631808872e-02	2.977254901960805222e-01	5.532858959443738289e-01	9.628920561958257407e-01	5.746084334004004646e-01
5.412811589282176539e-02	3.310980392156899765e-01	5.717977351400282959e-01	9.713645944087316852e-01	5.886540835761888690e-01
9.513057748351866350e-02	3.564313725490239615e-01	7.509985247715705858e-01	9.817246994959181183e-01	7.649787411452340091e-01
1.264099371942509209e-01	3.770588235294160540e-01	7.541292115253610540e-01	1.014781097984568392e+00	7.431447166518162506e-01
1.703859103859103885e-01	4.157777777777819650e-01	8.182158687060759883e-01	1.015892885384804378e+00	8.054154925951160227e-01
2.844477490555921695e-01	4.459084967320283699e-01	1.117651502581136436e+00	1.022600828149796914e+00	1.092949929058160130e+00
2.844477490555921695e-01	4.459084967320283699e-01	1.106666176839616211e+00	1.019880947183047448e+00	1.085093490466973787e+00
2.992008690293004314e-01	4.614379084967332179e-01	1.025410507268209592e+00	1.015551695161150736e+00	1.009707838758020504e+00
3.640697398526117068e-01	4.877777777777783097e-01	1.037110875980666869e+00	1.017531548317624823e+00	1.019241985858241328e+00
3.640697398526117068e-01	4.877777777777783097e-01	1.040298225903275364e+00	1.017547963492492435e+00	1.022357926335676570e+00
3.700030068117239890e-01	5.096078431372542683e-01	9.626475201460588105e-01	1.014668065236515870e+00	9.487314651236892216e-01
3.700030068117239890e-01	5.096078431372542683e-01	9.557439835250649551e-01	1.014719566872514855e+00	9.418799190704288948e-01
4.386336158338828839e-01	5.241176470588231329e-01	9.906151686916114807e-01	1.017227378696726747e+00	9.738384843325679219e-01
4.386336158338828839e-01	5.241176470588231329e-01	1.000900419054490564e+00	1.016402024079567479e+00	9.847485496311217945e-01
4.887645193388518994e-01	5.550980392156851240e-01	9.988097523879739814e-01	1.014081390351119882e+00	9.849404218355114482e-01
4.887645193388518994e-01	5.550980392156851240e-01	1.008663779855685894e+00	1.014720472826526443e+00	9.940311710140532497e-01
5.097019718366343488e-01	5.840522875816985815e-01	9.926140825270113321e-01	1.009735412305199143e+00	9.830437463423212785e-01
5.097019718366343488e-01	5.840522875816985815e-01	9.927110535409952030e-01	1.009864172240458657e+00	9.830144298897068866e-01
5.755076327587109741e-01	6.033986928104574377e-01	1.058544816733476335e+00	1.009268355187289190e+00	1.048823943892546851e+00
5.755076327587109741e-01	6.033986928104574377e-01	1.043546086552963326e+00	1.010437913443570368e+00	1.032766162738846916e+00
6.052294224885143015e-01	6.180392156862741793e-01	1.068882031830074464e+00	1.009972658440830173e+00	1.058327691246797819e+00
6.052294224885143015e-01	6.180392156862741793e-01	1.068147417164847734e+00	1.010220539251779570e+00	1.057340823772967120e+00
6.052294224885143015e-01	6.180392156862741793e-01	1.072151317217328037e+00	1.010282528467614238e+00	1.061239096001744819e+00
6.328159873805768720e-01	6.305882352941174496e-01	1.073316807924182603e+00	1.006161905059365980e+00	1.066743634923103423e+00
