5.882352941176470507e-02	1.320261437908496621e-02	1.000000000000000142e+02	9.732360097323601300e-01	1.027500000000000142e+02
1.215686274509803905e-01	3.581139122315594309e-02	8.643122676579926278e+00	1.029927934414705204e+00	8.391968396790501217e+00
1.542483660130719025e-01	7.100653594771239030e-02	6.939135548368126294e+00	1.186612845375523584e+00	5.847851365684584302e+00
1.638032990974167546e-01	1.347058823529409810e-01	5.426557983957392750e+00	1.298800612805044441e+00	4.178130138264680937e+00
1.828664799253034434e-01	1.828179271708673670e-01	4.363535994780819216e+00	1.361555543406917756e+00	3.204816737672171900e+00
2.633364456893868555e-01	2.776503975327512808e-01	4.313392730872579683e+00	1.416018996176551470e+00	3.046140441985129232e+00
2.733193277310924652e-01	3.212066604419578364e-01	3.274255940633141737e+00	1.239162455798205720e+00	2.642313705771558219e+00
3.120837223778400449e-01	3.680454403983863809e-01	2.863062528871942902e+00	1.178952081872654212e+00	2.428480828774854050e+00
3.737420894283638440e-01	3.818804855275500509e-01	3.333859419574142002e+00	1.160975759341316360e+00	2.871601230903924051e+00
3.828387280838260187e-01	4.009953314659259194e-01	3.035644823689946037e+00	1.153014109973846457e+00	2.632790698249826811e+00
4.290123221005573972e-01	4.413071895424863222e-01	2.574299769046401121e+00	1.112328359848888892e+00	2.314334383595256561e+00
4.417374963453394310e-01	4.550065359477135640e-01	2.430431265211870251e+00	1.112463469602027466e+00	2.184729055490992611e+00
4.641964426278150646e-01	4.726666666666661798e-01	2.323751498879741639e+00	1.096466251824855354e+00	2.119309641324854443e+00
5.069368050250403490e-01	5.041699346405202897e-01	2.123117867045537732e+00	1.073319100400666581e+00	1.978086354983326522e+00
5.069368050250403490e-01	5.041699346405202897e-01	2.129910916944000476e+00	1.072260731737602946e+00	1.986374072929511403e+00
5.253761733908791642e-01	5.293464052287554233e-01	1.882582920265667425e+00	1.053889571859740304e+00	1.786318956495202892e+00
5.647579109343813242e-01	5.446405228758145478e-01	1.808969348195645699e+00	1.048290218697052190e+00	1.725637915847447079e+00
5.647579109343813242e-01	5.446405228758145478e-01	1.818781143510614484e+00	1.047974463690560132e+00	1.735520479292569584e+00
5.903610606681539696e-01	5.544444444444420750e-01	1.754331021406233093e+00	1.044212132409912730e+00	1.680052325534135971e+00
6.097149147149147907e-01	5.765359477124157861e-01	1.637006912369168177e+00	1.037581293749689548e+00	1.577714365351778003e+00
6.097149147149147907e-01	5.765359477124157861e-01	1.644173874468464858e+00	1.038178303398088254e+00	1.583710494706811689e+00
6.138432227561407828e-01	5.894771241830041308e-01	1.614930349753568306e+00	1.038621064799075455e+00	1.554879257206266852e+00
6.236575808935123089e-01	6.015686274509787212e-01	1.543870664559446881e+00	1.030936747599884074e+00	1.497541598118139028e+00
6.236575808935123089e-01	6.015686274509787212e-01	1.534604558823285503e+00	1.030869907243320061e+00	1.488650069267243747e+00
6.471325469734988678e-01	6.141176470588223246e-01	1.507291082606649901e+00	1.031483913183805612e+00	1.461284139618043376e+00
6.657246631291280359e-01	6.277124183006523861e-01	1.463849700442812374e+00	1.023718776577314360e+00	1.429933428921783545e+00
6.657246631291280359e-01	6.277124183006523861e-01	1.466796433294604407e+00	1.023562176340641505e+00	1.433031101773005078e+00
6.819345169334610768e-01	6.399999999999990141e-01	1.419834961782131311e+00	1.015638551357075814e+00	1.397972694011049954e+00
6.819345169334610768e-01	6.399999999999990141e-01	1.428989539307428558e+00	1.015420703629501764e+00	1.407288165584642536e+00
6.857425881640901721e-01	6.537254901960777298e-01	1.350102945503579344e+00	1.006944766390668766e+00	1.340791462021238667e+00
